Energy(cm-1),Energy(nm),Abs
29364.935064935067,340.5422139666534,1.00988752122e-05
29381.818181818184,340.3465346534653,1.11886705915e-05
29398.7012987013,340.15108009011794,1.23929277784e-05
29415.584415584417,339.9558498896247,1.37233234222e-05
29432.467532467534,339.76084366588714,1.51926882869e-05
29449.35064935065,339.566061033692,1.68151174477e-05
29466.233766233767,339.3715016087091,1.86060906132e-05
29483.116883116883,339.1771650074883,2.05826034669e-05
29500.0,338.9830508474576,2.27633109936e-05
29516.883116883117,338.7891587469201,2.51686838379e-05
29533.766233766233,338.5954883250517,2.78211788288e-05
29550.64935064935,338.40203920189856,3.07454248986e-05
29567.53246753247,338.2088109983748,3.39684257259e-05
29584.415584415587,338.01580333625986,3.75197805389e-05
29601.298701298703,337.82301583819594,4.1431924638e-05
29618.18181818182,337.63044812768567,4.57403913164e-05
29635.064935064936,337.43809982908977,5.0484097e-05
29651.948051948053,337.2459705676244,5.57056515699e-05
29668.83116883117,337.0540599693587,6.14516959907e-05
29685.714285714286,336.8623676612127,6.7773269537e-05
29702.597402597403,336.6708932709545,7.47262090917e-05
29719.48051948052,336.47963642719805,8.23715831864e-05
29736.363636363636,336.2885967594008,9.07761636655e-05
29753.246753246756,336.09777389786115,0.000100012938078
29770.129870129873,335.9071674737163,0.000110161666147
29787.01298701299,335.7167771189396,0.000121309483924
29803.896103896106,335.5266024663384,0.000133551559521
29820.779220779223,335.33664314955143,0.000146991804593
29837.66233766234,335.1468988030468,0.000161743646093
29854.545454545456,334.95736906211937,0.000177930863144
29871.428571428572,334.76805356288855,0.000195688494235
29888.31168831169,334.578951942296,0.000215163820369
29905.194805194806,334.3900638381031,0.00023651743018
29922.077922077922,334.2013888888889,0.000259924373511
29938.96103896104,334.01292673404765,0.000285575410406
29955.844155844155,333.8246770137865,0.000313678362997
29972.727272727272,333.63663936912343,0.000344459578327
29989.61038961039,333.4488134418846,0.000378165510691
30006.49350649351,333.2611988747024,0.00041506443277
30023.376623376626,333.07379531101304,0.000455448285442
30040.259740259742,332.88660239505424,0.000499634676908
30057.14285714286,332.6996197718631,0.000547969042497
30074.025974025975,332.5128470872738,0.000600826977367
30090.909090909092,332.3262839879154,0.000658616755133
30107.79220779221,332.1399301212095,0.000721782046411
30124.675324675325,331.95378513536815,0.000790804852225
30141.55844155844,331.7678486793916,0.000866208668281
30158.44155844156,331.5821204030661,0.00094856189719
30175.324675324675,331.3965999569615,0.00103848152694
30192.207792207795,331.21128699242945,0.00113663709512
30209.09090909091,331.02618116160096,0.00124375495979
30225.97402597403,330.8412821173842,0.00136062289925
30242.857142857145,330.65658951346245,0.00148809506443
30259.74025974026,330.47210300429185,0.00162709730933
30276.623376623378,330.2878222450993,0.00177863292648
30293.506493506495,330.1037468918803,0.00194378881635
30310.38961038961,329.91987660139677,0.00212374212122
30327.272727272728,329.73621103117506,0.00231976735649
30344.155844155845,329.5527498395035,0.00253324407405
30361.03896103896,329.36949268543077,0.00276566509488
30377.922077922078,329.1864392287632,0.00301864535038
30394.805194805194,329.00358913006323,0.00329393137425
30411.68831168831,328.820942050647,0.00359341148966
30428.57142857143,328.63849765258215,0.00391912673909
30445.454545454548,328.45625559868614,0.0042732826071
30462.337662337664,328.27421555252386,0.00465826158962
30479.22077922078,328.0923771784055,0.00507663666651
30496.103896103898,327.91074014138485,0.00553118573747
30512.987012987014,327.72930410725684,0.00602490708543
30529.87012987013,327.5480687425557,0.00656103593483
30546.753246753247,327.367033714553,0.0071430621768
30563.636363636364,327.1861986912552,0.00777474933712
30580.51948051948,327.0055633414023,0.00846015486744
